incident_id,date,province,attack_type,sector,severity,incident_count,source_type,source,year,month,quarter
INC-000222,2024-02-24,Unknown,Malware,Unknown,High,1,News,Tempo.co,2024,2,1
INC-000223,2024-02-25,Jawa Barat,Ransomware,Media,Medium,1137,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000224,2024-02-25,Jawa Barat,Malware,Transportasi,Low,3079,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000225,2024-02-25,Sumatera Utara,DDoS,Teknologi Informasi,Low,420,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000226,2024-02-25,DKI Jakarta,Data Breach,Transportasi,Critical,734,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000227,2024-02-25,Sumatera Utara,Social Engineering,Manufaktur,Medium,2090,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000228,2024-02-25,Jawa Barat,Scam,Kesehatan,High,5282,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000229,2024-02-25,DKI Jakarta,SQL Injection,Manufaktur,Medium,384,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000230,2024-02-25,DKI Jakarta,Brute Force,Media,High,742,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000231,2024-02-25,Jawa Tengah,APT,Retail & E-commerce,Medium,105,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000232,2024-02-25,Sumatera Utara,Cryptojacking,Manufaktur,Critical,241,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000233,2024-02-25,Banten,Zero-Day Exploit,Teknologi Informasi,Medium,36,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000234,2024-02-25,Jawa Barat,Phishing,Transportasi,Medium,1390,Statistics,BSSN/Kominfo Statistics,2024,2,1
INC-000235,2024-03-05,Unknown,Phishing,Unknown,High,1,News,Kompas.com,2024,3,1
INC-000236,2024-03-20,Unknown,Phishing,Unknown,High,1,News,Tempo.co,2024,3,1
INC-000237,2024-03-24,Unknown,Scam,Unknown,High,1,News,Detik.com,2024,3,1
INC-000238,2024-03-26,Jawa Barat,Zero-Day Exploit,Kesehatan,Medium,77,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000239,2024-03-26,Bali,Brute Force,Perbankan & Keuangan,Medium,747,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000240,2024-03-26,Jawa Timur,Cryptojacking,Media,Medium,711,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000241,2024-03-26,Jawa Barat,APT,Teknologi Informasi,High,148,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000242,2024-03-26,Banten,SQL Injection,Manufaktur,High,265,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000243,2024-03-26,Jawa Tengah,Scam,Perbankan & Keuangan,High,4998,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000244,2024-03-26,Jawa Timur,Social Engineering,Pemerintahan,Low,1908,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000245,2024-03-26,Jawa Timur,Data Breach,Retail & E-commerce,Medium,810,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000246,2024-03-26,Jawa Timur,DDoS,Transportasi,Medium,500,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000247,2024-03-26,Jawa Barat,Malware,Pendidikan,High,1586,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000248,2024-03-26,DKI Jakarta,Ransomware,Energi,Medium,1041,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000249,2024-03-26,Jawa Barat,Phishing,Pendidikan,High,1993,Statistics,BSSN/Kominfo Statistics,2024,3,1
INC-000250,2024-04-02,Unknown,Malware,Unknown,High,1,News,Detik.com,2024,4,2
INC-000251,2024-04-25,DKI Jakarta,Scam,Retail & E-commerce,High,5329,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000252,2024-04-25,DKI Jakarta,Brute Force,Retail & E-commerce,Medium,448,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000253,2024-04-25,Jawa Barat,SQL Injection,Teknologi Informasi,Medium,260,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000254,2024-04-25,DKI Jakarta,DDoS,Energi,Medium,708,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000255,2024-04-25,Jawa Barat,APT,Energi,Critical,163,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000256,2024-04-25,DKI Jakarta,Zero-Day Exploit,Teknologi Informasi,Low,31,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000257,2024-04-25,DKI Jakarta,Ransomware,Energi,Medium,830,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000258,2024-04-25,Other,Phishing,Pendidikan,Low,3093,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000259,2024-04-25,Bali,Data Breach,Perbankan & Keuangan,Critical,359,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000260,2024-04-25,Jawa Timur,Cryptojacking,Manufaktur,High,528,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000261,2024-04-25,Other,Malware,Pemerintahan,High,1699,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000262,2024-04-25,Jawa Barat,Social Engineering,Media,Medium,2086,Statistics,BSSN/Kominfo Statistics,2024,4,2
INC-000263,2024-04-27,Unknown,Phishing,Unknown,High,1,News,CNN Indonesia,2024,4,2
INC-000264,2024-04-28,Unknown,Scam,Unknown,High,1,News,Detik.com,2024,4,2
INC-000265,2024-05-03,Unknown,Social Engineering,Unknown,High,1,News,CNN Indonesia,2024,5,2
INC-000266,2024-05-14,Unknown,Ransomware,Unknown,High,1,News,Kompas.com,2024,5,2
INC-000267,2024-05-15,Unknown,Data Breach,Unknown,High,1,News,Kompas.com,2024,5,2
INC-000268,2024-05-16,Unknown,Scam,Unknown,High,1,News,CNN Indonesia,2024,5,2
INC-000269,2024-05-25,Bali,Zero-Day Exploit,Retail & E-commerce,Low,30,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000270,2024-05-25,Jawa Barat,Cryptojacking,Perbankan & Keuangan,Critical,359,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000271,2024-05-25,DKI Jakarta,APT,Pendidikan,Low,150,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000272,2024-05-25,DKI Jakarta,Brute Force,Telekomunikasi,Low,642,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000273,2024-05-25,Kalimantan Timur,SQL Injection,Kesehatan,Low,272,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000274,2024-05-25,DKI Jakarta,Scam,Media,Medium,3288,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000275,2024-05-25,Other,Social Engineering,Retail & E-commerce,Medium,1035,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000276,2024-05-25,Unknown,Scam,Unknown,High,1,News,Kompas.com,2024,5,2
INC-000277,2024-05-25,Jawa Timur,DDoS,Manufaktur,Low,550,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000278,2024-05-25,DKI Jakarta,Malware,Transportasi,Medium,1238,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000279,2024-05-25,Jawa Barat,Data Breach,Media,Medium,422,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000280,2024-05-25,Jawa Timur,Ransomware,Pemerintahan,Low,1701,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000281,2024-05-25,Jawa Timur,Phishing,Telekomunikasi,Low,3216,Statistics,BSSN/Kominfo Statistics,2024,5,2
INC-000282,2024-05-29,Unknown,Social Engineering,Unknown,High,1,News,Detik.com,2024,5,2
INC-000283,2024-06-11,Unknown,Malware,Unknown,High,1,News,Tempo.co,2024,6,2
INC-000284,2024-06-24,Jawa Timur,SQL Injection,Perbankan & Keuangan,High,284,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000285,2024-06-24,Other,Zero-Day Exploit,Transportasi,High,56,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000286,2024-06-24,DKI Jakarta,Cryptojacking,Manufaktur,Medium,304,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000287,2024-06-24,Jawa Barat,APT,Telekomunikasi,Low,191,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000288,2024-06-24,Jawa Barat,Brute Force,Teknologi Informasi,Medium,398,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000289,2024-06-24,Banten,Scam,Transportasi,High,3785,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000290,2024-06-24,Sumatera Utara,Social Engineering,Manufaktur,Medium,996,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000291,2024-06-24,DKI Jakarta,Data Breach,Pendidikan,Low,863,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000292,2024-06-24,Other,DDoS,Kesehatan,Critical,418,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000293,2024-06-24,Jawa Timur,Malware,Perbankan & Keuangan,Medium,2106,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000294,2024-06-24,Kalimantan Timur,Ransomware,Kesehatan,High,1321,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000295,2024-06-24,DKI Jakarta,Phishing,Telekomunikasi,High,1435,Statistics,BSSN/Kominfo Statistics,2024,6,2
INC-000296,2024-06-25,Unknown,DDoS,Unknown,High,1,News,Detik.com,2024,6,2
INC-000297,2024-07-03,Unknown,Ransomware,Unknown,High,1,News,Detik.com,2024,7,3
INC-000298,2024-07-04,Unknown,Social Engineering,Unknown,High,1,News,Detik.com,2024,7,3
INC-000299,2024-07-07,Unknown,Scam,Unknown,High,1,News,Kompas.com,2024,7,3
INC-000300,2024-07-12,Unknown,DDoS,Unknown,High,1,News,Detik.com,2024,7,3
INC-000301,2024-07-24,DKI Jakarta,Malware,Telekomunikasi,Medium,1676,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000302,2024-07-24,DKI Jakarta,APT,Telekomunikasi,High,88,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000303,2024-07-24,Banten,Phishing,Retail & E-commerce,High,1640,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000304,2024-07-24,Kalimantan Timur,Ransomware,Transportasi,Low,1726,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000305,2024-07-24,Banten,Cryptojacking,Teknologi Informasi,Medium,481,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000306,2024-07-24,Bali,Data Breach,Perbankan & Keuangan,Medium,805,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000307,2024-07-24,Other,Social Engineering,Pendidikan,Medium,949,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000308,2024-07-24,Jawa Timur,Scam,Pendidikan,Low,3129,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000309,2024-07-24,Jawa Timur,SQL Injection,Retail & E-commerce,Low,287,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000310,2024-07-24,DKI Jakarta,Brute Force,Kesehatan,Low,405,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000311,2024-07-24,DKI Jakarta,Zero-Day Exploit,Pemerintahan,Low,24,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000312,2024-07-24,DKI Jakarta,DDoS,Perbankan & Keuangan,Critical,618,Statistics,BSSN/Kominfo Statistics,2024,7,3
INC-000313,2024-08-08,Unknown,Scam,Unknown,High,1,News,Kompas.com,2024,8,3
INC-000314,2024-08-10,Unknown,Malware,Unknown,High,1,News,Tempo.co,2024,8,3
INC-000315,2024-08-11,Unknown,Scam,Unknown,High,1,News,CNN Indonesia,2024,8,3
INC-000316,2024-08-12,Unknown,Phishing,Unknown,High,1,News,CNN Indonesia,2024,8,3
INC-000317,2024-08-14,Unknown,Malware,Unknown,High,1,News,Detik.com,2024,8,3
INC-000318,2024-08-23,Jawa Barat,DDoS,Media,Medium,710,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000319,2024-08-23,Sumatera Utara,Phishing,Telekomunikasi,Medium,3225,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000320,2024-08-23,Jawa Barat,Malware,Media,Medium,1481,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000321,2024-08-23,DKI Jakarta,Zero-Day Exploit,Telekomunikasi,Medium,30,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000322,2024-08-23,DKI Jakarta,Ransomware,Media,Medium,1176,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000323,2024-08-23,Jawa Timur,APT,Retail & E-commerce,Low,87,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000324,2024-08-23,DKI Jakarta,Cryptojacking,Transportasi,Medium,198,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000325,2024-08-23,Jawa Timur,SQL Injection,Pendidikan,Critical,330,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000326,2024-08-23,Jawa Barat,Data Breach,Teknologi Informasi,Low,896,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000327,2024-08-23,Kalimantan Timur,Social Engineering,Retail & E-commerce,Medium,2107,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000328,2024-08-23,Jawa Timur,Scam,Teknologi Informasi,Low,5944,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000329,2024-08-23,Other,Brute Force,Transportasi,Critical,513,Statistics,BSSN/Kominfo Statistics,2024,8,3
INC-000330,2024-09-08,Unknown,Data Breach,Unknown,High,1,News,CNN Indonesia,2024,9,3
INC-000331,2024-09-10,Unknown,DDoS,Unknown,High,1,News,Tempo.co,2024,9,3
INC-000332,2024-09-13,Unknown,Malware,Unknown,High,1,News,Kompas.com,2024,9,3
INC-000333,2024-09-22,Kalimantan Timur,Social Engineering,Manufaktur,Medium,2399,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000334,2024-09-22,Banten,DDoS,Media,Medium,340,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000335,2024-09-22,Banten,SQL Injection,Transportasi,High,245,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000336,2024-09-22,Sulawesi Selatan,Brute Force,Pendidikan,Low,639,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000337,2024-09-22,DKI Jakarta,Malware,Perbankan & Keuangan,Low,2562,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000338,2024-09-22,Other,APT,Manufaktur,High,106,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000339,2024-09-22,Jawa Barat,Cryptojacking,Transportasi,High,418,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000340,2024-09-22,Jawa Barat,Zero-Day Exploit,Retail & E-commerce,High,56,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000341,2024-09-22,Jawa Tengah,Ransomware,Transportasi,Low,1564,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000342,2024-09-22,DKI Jakarta,Phishing,Teknologi Informasi,High,1825,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000343,2024-09-22,Jawa Barat,Data Breach,Telekomunikasi,Medium,537,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000344,2024-09-22,Bali,Scam,Media,Low,2832,Statistics,BSSN/Kominfo Statistics,2024,9,3
INC-000345,2024-10-14,Unknown,Phishing,Unknown,High,1,News,Kompas.com,2024,10,4
INC-000346,2024-10-15,Unknown,Scam,Unknown,High,1,News,CNN Indonesia,2024,10,4
INC-000347,2024-10-16,Unknown,Phishing,Unknown,High,1,News,CNN Indonesia,2024,10,4
INC-000348,2024-10-18,Unknown,Social Engineering,Unknown,High,1,News,CNN Indonesia,2024,10,4
INC-000349,2024-10-20,Unknown,Social Engineering,Unknown,High,1,News,CNN Indonesia,2024,10,4
INC-000350,2024-10-22,Jawa Tengah,APT,Energi,Critical,182,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000351,2024-10-22,DKI Jakarta,Brute Force,Manufaktur,Medium,732,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000352,2024-10-22,Jawa Timur,Zero-Day Exploit,Media,Medium,54,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000353,2024-10-22,DKI Jakarta,Phishing,Retail & E-commerce,High,2997,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000354,2024-10-22,DKI Jakarta,SQL Injection,Media,High,190,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000355,2024-10-22,DKI Jakarta,Cryptojacking,Pemerintahan,Medium,202,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000356,2024-10-22,Jawa Tengah,Scam,Energi,Low,4722,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000357,2024-10-22,Sulawesi Selatan,Malware,Pemerintahan,Low,1961,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000358,2024-10-22,Jawa Timur,Social Engineering,Retail & E-commerce,Critical,1651,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000359,2024-10-22,DKI Jakarta,Data Breach,Energi,Medium,376,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000360,2024-10-22,Banten,DDoS,Energi,Low,515,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000361,2024-10-22,DKI Jakarta,Ransomware,Transportasi,Medium,534,Statistics,BSSN/Kominfo Statistics,2024,10,4
INC-000362,2024-10-27,Unknown,Scam,Unknown,High,1,News,Detik.com,2024,10,4
INC-000363,2024-11-08,Unknown,Malware,Unknown,High,1,News,Kompas.com,2024,11,4
INC-000364,2024-11-14,Unknown,DDoS,Unknown,High,1,News,Detik.com,2024,11,4
INC-000365,2024-11-19,Unknown,Social Engineering,Unknown,High,1,News,CNN Indonesia,2024,11,4
INC-000366,2024-11-21,Sulawesi Selatan,Zero-Day Exploit,Transportasi,High,56,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000367,2024-11-21,Jawa Barat,Cryptojacking,Perbankan & Keuangan,Medium,424,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000368,2024-11-21,Sulawesi Selatan,APT,Media,Medium,162,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000369,2024-11-21,DKI Jakarta,Brute Force,Retail & E-commerce,Medium,694,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000370,2024-11-21,Sulawesi Selatan,Scam,Pemerintahan,High,5752,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000371,2024-11-21,DKI Jakarta,Social Engineering,Pendidikan,Low,2435,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000372,2024-11-21,Jawa Barat,DDoS,Retail & E-commerce,Medium,875,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000373,2024-11-21,Jawa Barat,Malware,Pemerintahan,Critical,1784,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000374,2024-11-21,Jawa Timur,Ransomware,Media,High,1035,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000375,2024-11-21,Banten,Phishing,Telekomunikasi,High,2058,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000376,2024-11-21,DKI Jakarta,SQL Injection,Perbankan & Keuangan,Medium,154,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000377,2024-11-21,Sumatera Utara,Data Breach,Energi,High,339,Statistics,BSSN/Kominfo Statistics,2024,11,4
INC-000378,2024-11-24,Unknown,Scam,Unknown,High,1,News,Tempo.co,2024,11,4
INC-000379,2024-12-01,Unknown,Phishing,Unknown,High,1,News,Tempo.co,2024,12,4
INC-000380,2025-07-31,Unknown,Social Engineering,Unknown,Low,1,News,Tempo,2025,7,3
INC-000381,2025-11-01,Unknown,Other,Unknown,Low,1,News,Tempo,2025,11,4
INC-000382,2025-12-17,Unknown,Other,Unknown,Critical,1,News,Tempo,2025,12,4
INC-000383,2025-12-21,Unknown,Other,Unknown,Low,1,News,Detik,2025,12,4
INC-000384,2025-12-22,Unknown,Other,Unknown,Medium,1,News,Detik,2025,12,4
