title,url,source,date,content,scraped_at,category
"Jerman Tuduh Serangan Siber Penerbangan-Pengaruhi Pemilu, Rusia Membantah",https://news.detik.com/internasional/d-8257493/jerman-tuduh-serangan-siber-penerbangan-pengaruhi-pemilu-rusia-membantah,Detik Inet,,"Jermanmenuduh Rusia melakukan serangan siber yang menargetkan kontrol lalu lintas udaranya dan menyebarkan disinformasi menjelang pemilihan umum Februari. Tuduhan yang ditolak olehRusiasebagai absurd dan tidak berdasar. DilansirAFP, Jumat (13/12/2025), seorang juru bicara Kementerian Luar Negeri Jerman mengatakan bahwa dinas keamanan memiliki bukti bahwa kelompok peretas yang dijalankan oleh dinas intelijen militer Rusia, GRU, bertanggung jawab atas serangan dan operasi pengaruh tersebut. ""Berdasarkan analisis komprehensif oleh dinas intelijen Jerman, kami telah mampu mengidentifikasi dengan jelas pelakunya dan membuktikan tanggung jawab Moskow,"" kata juru bicara tersebut. SCROLL TO CONTINUE WITH CONTENT  ""Sekarang kami dapat dengan jelas mengaitkan serangan siber terhadap Keamanan Penerbangan Jerman pada Agustus 2024 dengan kelompok peretas APT28, yang juga dikenal sebagai Fancy Bear,"" katanya dalam konferensi pers rutin. ""Temuan intelijen kami membuktikan bahwa dinas intelijen militer Rusia, GRU, bertanggung jawab atas serangan ini,"" tambah juru bicara tersebut.  Ia juga mengatakan Rusia telah berupaya memengaruhi pemilihan parlemen Februari lalu, yang dimenangkan oleh kaum konservatif Kanselir Friedrich Merz, dengan partai sayap kanan AfD meraih hasil terbaiknya di posisi kedua. ""Kedua, kita sekarang dapat menyatakan secara pasti bahwa Rusia, melalui kampanye Storm 1516, berupaya memengaruhi dan menggoyahkan pemilihan federal terbaru,"" tambahnya dalam konferensi pers. Juru bicara tersebut mengatakan sebuah lembaga think tank Moskow yang didukung GRU dan kelompok-kelompok lain telah menyebarkan gambar dan konten lain yang dihasilkan secara artifisial atau deepfake, dan tujuannya adalah untuk memecah belah masyarakat dan ""merusak kepercayaan pada lembaga-lembaga demokrasi"".  Kedutaan Besar Rusia di Berlin mengatakan dalam sebuah pernyataan yang dikirim keAFPbahwa mereka ""secara kategoris menolak"" bahwa Rusia berada di balik aktivitas tersebut. ""Tuduhan keterlibatan struktur negara Rusia dalam insiden ini dan dalam aktivitas kelompok peretas secara umum tidak berdasar, tidak berdasar, dan tidak masuk akal,"" kata pernyataan itu. Menurut sumber keamanan, sebagian besar materi yang disebarkan oleh kampanye Badai 1516 melibatkan klaim palsu tentang Merz dan politisi terkemuka lainnya seperti mantan Menteri Luar Negeri Annalena Baerbock dan mantan Wakil Kanselir Robert Habeck, keduanya anggota terkemuka partai Hijau. Layanan Pemeriksaan Fakta JermanAFPmembantah dua klaim lain dalam kampanye yang bertujuan untuk merusak kepercayaan pada pemilihan umum; yaitu bahwa AfD telah dikeluarkan dari surat suara di kota Leipzig dan bahwa suara untuk partai tersebut di Hamburg dihancurkan sebelum dapat dihitung. ",2025-12-24 13:44:40.727928,Cyber Security Indonesia
"Sempat Tumbang, Cloudflare Tegaskan Bukan Serangan Siber",https://inet.detik.com/security/d-8219848/sempat-tumbang-cloudflare-tegaskan-bukan-serangan-siber,Detik Inet,,"Layanan internet dunia kacau gara-garaCloudflare tumbang. Tumbangnya pun ditegaskan adalah karena bug, bukan karena serangan siber. Dilansir News.com Australia, Kamis (20/11/2025) Cloudflare meminta maaf atas kacaunya layanan internet dunia pada berbagai aplikasi yang menggunakan jasa mereka. Cloudflare menegaskan ini adalah error dan bukan serangan siber. ""Ini bukan serangan (siber-red),"" kata Chief Technology Officer (CTO) Cloudflare, Dane Knecht. SCROLL TO CONTINUE WITH CONTENT Dia menegaskan biang keroknya adalah terdapat bug dalam layanan Cloudflare untuk membasmi bot. Pembaruan rutin kemudian menyebabkan masalah yang relatif kecil akhirnya menjadi berjatuhan di luar kendali. ""Sebuah bug laten dalam layanan yang mendasari kemampuan mitigasi bot kami, mulai mengalami crash setelah perubahan konfigurasi rutin yang kami lakukan. Hal itu mengakibatkan degradasi yang luas pada jaringan kami dan layanan lainnya,"" ujarnya.  Akibat Cloudflare tumbang, sejumlah platform dunia yang memakai layanannya juga ikut tumbang. Canva, ChatGPT, X, Spotify sampai Discord juga ikut lumpuh. ""Situs, bisnis, dan organisasi yang mengandalkan Cloudflare bergantung pada ketersediaan kami dan saya mohon maaf atas dampak yang kami timbulkan,"" kata Knecht. Masalah tersebut, dampak yang ditimbulkannya, dan lamanya waktu penyelesaian bukan alasan untuk lepas dari tanggung jawab. Upaya sedang dilakukan Cloudflare untuk memastikan hal ini tidak terjadi lagi, meski yang terlanjur terjadi telah menyebabkan kerugian yang sangat besar. ""Kepercayaan yang diberikan pelanggan kepada kami adalah hal yang paling kami hargai dan kami akan melakukan apa pun untuk mendapatkannya kembali,"" pungkas Knecht. ",2025-12-24 13:44:46.916463,Cyber Security Indonesia
Video: Klaim Elon Musk Serangan Siber Terhadap X Berasal dari Ukraina,https://20.detik.com/detikupdate/20250311-250311074/video-klaim-elon-musk-serangan-siber-terhadap-x-berasal-dari-ukraina,Detik Inet,,"Dalam wawancara dengan Fox Business Network, Elon Musk mengklaim bahwa serangan siber yang menyebabkan X lumpuh berjam-jam pada Senin (10/3) malam WIB berasal dari Ukraina.",2025-12-24 13:44:49.032711,Cyber Security Indonesia
"Serangan Siber Meningkat, Sistem Keamanan Nasional Masih Terfragmentasi",https://inet.detik.com/security/d-8223606/serangan-siber-meningkat-sistem-keamanan-nasional-masih-terfragmentasi,Detik Inet,,"Lonjakan ancaman siber yang terus terjadi di Indonesia kian menegaskan urgensi percepatan pembahasan Rancangan Undang-Undang Keamanan dan Ketahanan Siber (RUU KKS). Di saat serangan digital makin masif dan kompleks, sistem keamanan siber nasional dinilai belum siap karena masih terfragmentasi dan belum memiliki kerangka hukum yang menyatukan seluruh elemen pertahanan siber. Pakar pertahanan dan kebijakan publik Andi Widjajanto menyebut tanpa RUU KKS, Indonesia belum memiliki satu sistem pertahanan siber nasional yang solid. Menurut dia, ekosistem digital Indonesia berkembang jauh lebih cepat dibanding kesiapan regulasi yang menopangnya. SCROLL TO CONTINUE WITH CONTENT  ""Tanpa regulasi ini, bisa dikatakan pertahanan siber kita masih lemah dan belum ada satu sistem nasional,"" kata Andi dalam keterangan yang diterima detikINET. Data Badan Siber dan Sandi Negara (BSSN) mencatat lebih dari 403 juta anomali trafik terjadi sepanjang 2024. Di saat yang sama, laporan internasional menunjukkan serangan siber global tumbuh lebih dari 20 persen setiap tahun, dan Indonesia termasuk salah satu negara dengan tingkat paparan serangan tertinggi di Asia Tenggara. Namun, menurut Andi, ancaman yang meningkat itu belum diimbangi dengan sistem pertahanan yang terkoordinasi. Saat ini, pengamanan ruang siber masih berjalan sendiri-sendiri di masing-masing kementerian, lembaga, maupun sektor industri, tanpa satu standar nasional yang mengikat. ""Itu masalah utama kita. Sudah ada banyak inisiatif, tapi tidak terintegrasi. RUU KKS dibutuhkan untuk menyatukan, bukan menggantikan,"" ujarnya. Ketua Badan Legislasi DPR RI, Bob Hasan, juga menilai ancaman siber kini bukan lagi sekadar persoalan teknis, melainkan menyangkut langsung kedaulatan negara, stabilitas ekonomi, dan keberlanjutan layanan publik. Serangan terhadap infrastruktur informasi kritikal, seperti perbankan, energi, transportasi, hingga sistem pemerintahan, bisa berdampak sistemik jika tidak ditangani secara terpadu. RUU KKS dirancang untuk memperkuat tata kelola keamanan siber nasional, termasuk mekanisme penanganan insiden, penguatan ketahanan siber, perlindungan infrastruktur kritikal, serta peningkatan koordinasi lintas sektor. Regulasi ini juga diharapkan bisa menjadi pelengkap UU Perlindungan Data Pribadi (PDP) dan UU ITE yang selama ini lebih fokus pada aspek hukum data dan konten digital. Pemerintah melalui Kemenko Polhukam menegaskan RUU KKS tidak bertujuan membentuk lembaga superbody baru, melainkan memperkuat fungsi koordinasi nasional. Di tengah peningkatan intensitas serangan maupun kompleksitas ancaman, negara dinilai tak bisa lagi menunda pembenahan sistem pertahanan digitalnya. Jika tidak ada langkah cepat dan terstruktur, Indonesia berisiko terus berada dalam posisi reaktif: sibuk menangani insiden satu per satu, tanpa fondasi sistemik yang kuat untuk mencegah dan menanggulanginya secara nasional. ",2025-12-24 13:44:53.418526,Cyber Security Indonesia
Korban Ransomware Tolak Bayar Uang Tebusan: Mending Disumbangkan,https://inet.detik.com/security/d-8217866/korban-ransomware-tolak-bayar-uang-tebusan-mending-disumbangkan,Detik Inet,,"Langkah tak biasa diambil oleh CTO Checkout.com, Mariano Albera, setelah perusahaan layanan pembayaran global itu menjadi korban serangan ransomware beberapa waktu lalu. Alih-alih membayar uang tebusan seperti yang diminta kelompok peretas, Albera justru menyumbangkan jumlah uang tersebut untuk mendukung riset keamanan siber. Dalam pernyataan resminya, Albera mengungkap bahwa serangan dimulai ketika kelompok peretas ShinyHunters menghubungi Checkout.com dan mengklaim telah mendapatkan data sensitif milik perusahaan. Mereka menuntut pembayaran tebusan untuk mencegah data itu disebarluaskan, seperti dikutip detikINET dari Techspot, Rabu (19/11/2025). Checkout.com kemudian melakukan investigasi internal dan menemukan bahwa para pelaku memperoleh informasi tersebut melalui sistem penyimpanan file cloud pihak ketiga yang seharusnya sudah dinonaktifkan. Sistem itu merupakan layanan lama yang dipakai untuk dokumen operasional internal dan materi onboarding merchant pada tahun 2020 dan sebelumnya. SCROLL TO CONTINUE WITH CONTENT  Albera menegaskan bahwa insiden ini hanya memengaruhi kurang dari 25% merchant Checkout.com yang masih aktif. Ia juga memastikan bahwa platform pemrosesan pembayaran utama tidak terganggu, dan para peretas tidak mendapatkan akses ke dana merchant maupun nomor kartu. CTO tersebut meminta maaf atas kejadian ini dan menyebut bahwa proses identifikasi merchant terdampak sudah berjalan. Namun satu hal yang ia tegaskan: Checkout.com tidak akan membayar tebusan dalam bentuk apa pun. Sebaliknya, perusahaan justru mendonasikan nilai uang tebusan (yang tidak disebutkan nominalnya) kepada Carnegie Mellon University dan University of Oxford Cyber Security Center untuk mendukung riset pemberantasan kejahatan siber. ""Keamanan, transparansi, dan kepercayaan adalah fondasi industri kami,"" tulis Albera. ""Kami akan mengakui kesalahan kami, melindungi para merchant, dan berinvestasi dalam perjuangan melawan pelaku kriminal yang mengancam ekonomi digital kita."" Pembayaran Ransomware Masih Jadi Perdebatan Global Keputusan Checkout.com muncul di tengah diskusi panjang mengenai apakah perusahaan seharusnya membayar tebusan ransomware. Pada Juni lalu, Australia menjadi negara pertama yang mewajibkan organisasi tertentu melaporkan kapan dan berapa besar uang tebusan yang mereka bayarkan setelah insiden peretasan. Di berbagai negara, termasuk Inggris, muncul dorongan untuk melarang pembayaran tebusan kepada peretas, setidaknya untuk sektor publik. Koalisi 40--48 negara dalam International Counter Ransomware Initiative juga sepakat untuk tidak membayar tebusan, meski masih berbeda dengan membuatnya ilegal. Beberapa yurisdiksi melarang pembayaran jika pelaku termasuk entitas yang terkena sanksi atau jika pembayaran melanggar aturan anti pencucian uang dan pendanaan terorisme. Namun kenyataannya, masih banyak korban yang memilih membayar. Studi terbaru pada Mei menunjukkan lebih dari 70% perusahaan yang terkena ransomware memilih membayar tebusan. Ironisnya",2025-12-24 13:44:57.397722,Cyber Security Indonesia
Akamai Ungkap Taktik Penting untuk Kurangi Risiko Ransomware,https://inet.detik.com/security/d-8162010/akamai-ungkap-taktik-penting-untuk-kurangi-risiko-ransomware,Detik Inet,,"Akamai Technologies merilis laporan global terbaru yang menunjukkan peran krusial mikrosegmentasi dalam memperkuat keamanan siber perusahaan. Studi bertajuk The Segmentation Impact Study ini melibatkan 1.200 pemimpin keamanan dan teknologi di berbagai negara dan mengungkap bahwa penerapan mikrosegmentasi mampu mempercepat respons terhadap serangan serta menurunkan biaya asuransi siber. Menurut laporan tersebut, 90% organisasi telah menerapkan segmentasi jaringan dalam berbagai tingkat, namun baru 35% yang mengadopsi mikrosegmentasi secara menyeluruh. Dari perusahaan yang belum menerapkan, separuhnya berencana mengimplementasikannya dalam dua tahun ke depan. Sementara dua per tiga organisasi yang sudah mengadopsi berniat meningkatkan investasinya. SCROLL TO CONTINUE WITH CONTENT  ""Organisasi yang menerapkan mikrosegmentasi merespons ancaman siber lebih cepat dan membayar premi asuransi yang lebih rendah,"" ujar Ofer Wolf, Senior Vice President dan General Manager Enterprise Security Akamai, dalam keterangan yang diterima detikINET. Ia menyebut segmentasi dan kebijakan akses yang tepat dapat menahan laju serangan, bahkan ketika pelaku memanfaatkan AI untuk menyusup jaringan. Sebanyak 79% organisasi yang disurvei mengalami setidaknya satu serangan ransomware dalam 24 bulan terakhir. Dari jumlah tersebut, 63% menerapkan mikrosegmentasi untuk mencegah penyebaran serangan ke seluruh jaringan. Akamai juga mencatat bahwa perusahaan dengan pendapatan lebih dari US$1 miliar yang menggunakan mikrosegmentasi mampu memangkas waktu pembatasan ransomware hingga 33%. Laporan ini menyoroti meningkatnya pengaruh segmentasi terhadap asuransi siber. Tiga per empat responden menyatakan perusahaan asuransi kini menilai kesiapan segmentasi dalam proses analisis risiko. Sekitar 60% organisasi yang telah menerapkan mikrosegmentasi mengaku memperoleh potongan premi, sementara 74% merasa peluang klaim mereka diterima lebih tinggi. Meski manfaatnya semakin jelas, adopsi mikrosegmentasi masih menghadapi hambatan. Responden menyebut kompleksitas jaringan, keterbatasan visibilitas, dan resistensi operasional sebagai tiga tantangan utama. Namun organisasi yang berhasil menerapkannya melaporkan dampak positif berupa berkurangnya sistem yang disusupi, biaya pemulihan yang lebih rendah, dan peningkatan kelangsungan bisnis. Laporan ini disusun Akamai bersama Phronesis Partners pada 2025, dengan responden dari berbagai industri, wilayah, dan ukuran organisasi. ",2025-12-24 13:45:00.614823,Cyber Security Indonesia
Google Pakai AI untuk Tangkal Ransomware di Drive,https://inet.detik.com/security/d-8139425/google-pakai-ai-untuk-tangkal-ransomware-di-drive,Detik Inet,,"Googlemenambahkan fitur proteksi anti-ransomware berbasis AI untuk aplikasi desktop Google Drive. Fitur ini dirancang untuk mendeteksi dan menghentikan aktivitas enkripsi file meskipun malware sudah berhasil menginfeksi perangkat. Ransomware masih menjadi salah satu ancaman paling berbahaya di era digital. Dampaknya mencakup kerugian finansial besar, gangguan operasional, hingga kebocoran data sensitif. Sektor kritis seperti kesehatan, pendidikan, ritel, manufaktur, pemerintahan, hingga perusahaan swasta pernah menjadi korban. Untuk merespons hal itu, Google membenamkan sistem deteksi AI yang mampu secara otomatis menghentikan proses sinkronisasi file jika terdeteksi adanya aktivitas ransomware. Google menyebut dokumen native Workspace dan perangkat ChromeOS relatif lebih aman, tetapi pengguna Windows dan macOS sangat diuntungkan dengan lapisan perlindungan tambahan ini. SCROLL TO CONTINUE WITH CONTENT  Lapisan pertahanan baru ini akan berjalan berdampingan dengan sistem keamanan tradisional. Model AI tersebut dilatih menggunakan jutaan sampel ransomware dunia nyata sehingga mampu mengenali pola serangan baru dengan cepat, demikian dikutip detikINET dari Techspot, Rabu (1/10/2025). Pengembangan model ini juga terus diperbarui melalui analisis sampel yang masuk ke platform VirusTotal. Google menjelaskan bahwa sistem ini bekerja layaknya mesin deteksi yang mampu memasukkan intelijen ancaman terbaru dari VT, bukan sekadar model AI yang rawan kesalahan. Google juga menegaskan bahwa model AI ini tidak dilatih menggunakan data pengguna. File milik pelanggan tidak digunakan untuk pelatihan atau penyempurnaan model, kecuali bila pengguna memberi izin secara eksplisit. Menurut Bob O'Donnell, analis utama di Technalysis Research, fitur ini tidak hanya penting bagi pengguna Google Workspace, tetapi juga individu dan perusahaan yang memakai suite produktivitas lainnya. Saat ini fitur perlindungan ransomware berbasis AI tersebut tersedia dalam tahap open beta. Selain mendeteksi serangan, sistem juga dapat memulihkan file yang belum sempat terenkripsi langsung dari cloud saat infeksi berlangsung. Admin IT juga mendapatkan kontrol tambahan melalui Admin Console di Workspace, termasuk notifikasi bila ada aktivitas mencurigakan terkait ransomware di jaringan mereka. Dengan pendekatan ini, Google mencoba memastikan bahwa ancaman ransomware tidak hanya bisa dicegah sebelum terjadi, tetapi juga dapat ditangani saat serangan sedang berlangsung. ",2025-12-24 13:45:04.455756,Cyber Security Indonesia
"Video Semuel Pangerapan, Eks Dirjen Kominfo Tersangka Korupsi PDNS",https://20.detik.com/detikupdate/20250523-250523092/video-semuel-pangerapan-eks-dirjen-kominfo-tersangka-korupsi-pdns,Detik Inet,,"Semuel Pangerapan mengundurkan diri dari jabatannya sebagai Dirjen Aptika Kominfo pada Kamis, 4 Juli 2024, karena insiden diretasnya PDNS. Kini mantan Direktur Jenderal Aplikasi Informatika (Aptika) Kominfo, Semuel Abrizani Pangerapan (SAP), menjadi salah satu tersangka kasus dugaan korupsi Pusat Data Nasional Sementara (PDNS). Kajari Jakarta Pusat Safrianto Zuriat Putra mengatakan kelima tersangka itu adalah Semuel Abrizani Pangerapan (SAP) Direktur Jenderal Aplikasi Informatika Pemerintahan Kementerian Komunikasi dan Informatika periode 2016-2024, lalu Bambang Dwi Anggono (BDA) selaku Direktur Layanan Aplikasi Informatika Pemerintah Pada Direktorat Jenderal Aplikasi Informatika Pemerintahan Kemenkominfo periode 2019-2023. Inilah sosoknya.",2025-12-24 13:45:06.685012,Cyber Security Indonesia
Serangan Ransomware Paksa Perusahaan di Jepang Balik Pakai Mesin Faks,https://inet.detik.com/security/d-8147937/serangan-ransomware-paksa-perusahaan-di-jepang-balik-pakai-mesin-faks,Detik Inet,,"Serangan siber parah dan merusak yang menyasar perusahaan bir Jepang Asahi pekan ini, mengacaukan operasional perusahaan. Asahi terpaksa menghentikan pengiriman produk dari pabrik birnya dan belum ada tanda-tanda akan dilanjutkan. Asahi menyampaikan hal ini pada Jumat (3/10), sehingga memicu kekhawatiran akan kekurangan pasokan. Asahi Group adalah produsen bir paling populer di Jepang. Mereka mengumumkan pada Senin (29/9) bahwa mereka mengalami kegagalan sistem karena serangan ransomware yang memaksa penangguhan pesanan dan pengiriman berbagai minuman produksi mereka, termasuk produk andalannya Asahi Super Dry.  SCROLL TO CONTINUE WITH CONTENT ""Saat ini belum ada tanda-tanda pemulihan sistem kami dalam waktu dekat. Pengiriman rutin masih terhenti,"" ujar seorang juru bicara yang menolak disebutkan namanya, dikutip dari Japan Today. ""Produksi tidak terpengaruh secara langsung (oleh disfungsi sistem), tetapi telah terhenti karena pengiriman ditangguhkan,"" imbuhnya. Sementara itu, Japan Times melaporkan, perusahaan tersebut putar otak dengan kemballi ke cara lama, yakni menggunakan mesin faks untuk menyalurkan pesanan. ""Kami berupaya semaksimal mungkin untuk memulihkan sistem secepat mungkin, sembari menerapkan langkah-langkah alternatif guna memastikan pasokan produk tetap tersedia bagi pelanggan kami,"" ujar CEO Asahi Atsushi Katsuki. Ia mengatakan, pihaknya telah mengidentifikasi bukti yang menunjukkan potensi kebocoran informasi, tetapi masih memverifikasi sifat dan cakupannya. Berita ini mengkhawatirkan bagi para pemilik toko-toko serba ada di Jepang, yang merupakan pemasok utama bir Asahi. Seorang juru bicara Seven & I Holdings, yang mengoperasikan jaringan toko swalayan 7-11, mengatakan pihaknya sedang bersiap memasang pemberitahuan untuk memperingatkan pelanggan tentang penangguhan tersebut, tetapi menambahkan bahwa penghentian tersebut sejauh ini belum menyebabkan gangguan besar.  ""Kami tidak berharap minuman Asahi akan hilang dari semua gerai kami sekaligus, meskipun semuanya tergantung pada bagaimana penjualan di masing-masing gerai ini,"" ujarnya. Karena insiden ini, saham Asahi Group turun hampir 7% pada penutupan perdagangan saham Jumat (3/10).",2025-12-24 13:45:09.674761,Cyber Security Indonesia
"Fans Kena Prank, Hacker Raup Rp 83 Triliun Pakai AI Palsukan Taylor Swift-BTS",https://www.detik.com/pop/music/d-8263355/fans-kena-prank-hacker-raup-rp-83-triliun-pakai-ai-palsukan-taylor-swift-bts,Detik Inet,,,2025-12-24 13:45:13.368210,Cyber Security Indonesia
"Indonesia Jadi Sarang Hacker Terbesar di Dunia, Kalahkan Rusia-Ukraina",https://www.detik.com/bali/video/d-8257328/indonesia-jadi-sarang-hacker-terbesar-di-dunia-kalahkan-rusia-ukraina,Detik Inet,,Temuan ini dipublikasikan dalam Laporan Q3 DDoS Threat Cloudflare. Laporan tersebut pada 3 Desember. (hsa/hsa)...Tautan telah disalinhackerperetasanindonesiakeamanan siberrusiaukrainaancaman siberLihat lebih banyak,2025-12-24 13:45:18.686897,Cyber Security Indonesia
Video: Hati-hati! Ini Tandanya Jika Akun Gmail Sudah Diretas,https://20.detik.com/detikupdate/20251107-251107121/video-hati-hati-ini-tandanya-jika-akun-gmail-sudah-diretas,Detik Inet,,"Di era kejahatan cyber yang semakin meningkat, tanpa disadari akun Gmail sering menjadi sasaran empuk hacker. Berikut ini tanda-tanda jika akun Gmail mu diretas! Klik di sini untuk melihat video lainnya!",2025-12-24 13:45:21.230464,Cyber Security Indonesia
Hacker 'Bjorka' Ditangkap!,https://www.detik.com/jateng/hukum-dan-kriminal/d-8141892/hacker-bjorka-ditangkap,Detik Inet,,"Pria asal Kakas Barat, Minahasa, Sulawesi Utara berinisial WFT (22) yang diduga melakukan akses ilegal dan mengaku sebagai hacker 'Bjorka' ditangkap oleh Direktorat Reserse Siber Polda Metro Jaya. ""Peran dari tersangka, yang bersangkutan adalah pemilik akun media sosial X, yang dulu kita kenal dengan nama Twitter, media sosial X dengan nama akun Bjorka dan @bjorkanesiaa,"" kata Kasubbid Penmas Bidhumas Polda Metro Jaya AKBP Reonald Simanjuntak, Kamis (2/10/2025), dikutip daridetikNews. WFT ditangkap di Desa Totolan, Kakas Barat, Minahasa pada Selasa (23/9). Wakil Direktur Siber Direktorat Siber Polda Metro Jaya, AKBP Fian Yunus, mengatakan pihaknya telah melakukan penyelidikan selama enam bulan. SCROLL TO CONTINUE WITH CONTENT ""Selama ini pelaku itu sudah memiliki akun di beberapa, biasanya kita kenal dengan istilah dark web. Jadi kalau kita lihat lapisan daripada web yang ada saat ini kita ada surface web, kemudian ada deep web, kemudian ada dark web. Nah, pelaku kita ini bermain di dark web tersebut, di mana di dark web tersebut yang bersangkutan sudah mulai mengeksplor sejak tahun 2020,"" ungkapnya.  Kasus ini bermula dari adanya laporan salah satu bank terkait akses ilegal. Pelaku yang menggunakan akun X @bjorkanesiaa mengklaim telah meretas akun nasabah bank itu. ""Itu memposting dengan tampilan salah satu akun nasabah bank swasta dan mengirimkan pesan juga ke akun resmi bank tersebut dan mengklaim bahwa sudah melakukan hack kepada 4,9 juta akun database nasabah,"" ungkap Kasubdit IV AKBP Herman Edco. Herman menjelaskan, pelaku diduga berniat melakukan pemerasan terhadap bank tersebut. Polisi kemudian melakukan penyelidikan secara mendalam. ""Didapatkan fakta bahwa pelaku adalah pemilik daripada akun X dengan nama Bjorka dan Bjorkanesiaa dan juga kita menemukan barang bukti digital dari komputer dan handphone yang digunakan, berbagai macam tampilan akun nasabah salah satu bank swasta yang digunakan oleh pelaku dan memposting dengan niat untuk melakukan pemerasan,"" terangnya. Kasubdit IV AKBP Herman Edco menjelaskan, berdasarkan penyelidikan, WFT mengaku sebagai Bjorka sejak 2020. ""Perihal pemerasan, faktanya terhadap case yang sedang kita tangani ini belum terjadi, jadi motif dia melakukan adalah untuk melakukan pemerasan, tetapi karena tidak dituruti atau tidak direspons oleh pihak bank, maka pihak bank berupaya untuk melapor ke pihak kepolisian,"" ucapnya.  WFT disebut mengaku mendapatkan data ilegal dari dark web. Data tersebut kemudian dijualnya dengan harga puluhan juta rupiah. ""Ada beberapa data-data perbankan dan juga ada data perusahaan-perusahaan kesehatan, juga ada data-data perusahaan-perusahaan swasta yang ada di Indonesia, yang juga diklaim dan diperoleh oleh pelaku di mana pelaku juga melakukan jual beli data tersebut melalui akun-akun media sosial lainnya,"" kata Herman. WFT kini sudah ditetapkan sebagai tersangka dan ditahan. Dia dijerat Pasal 46 juncto Pasal 30 dan/atau Pasal 48 juncto Pasal 32 dan/atau Pasal 51 ayat (1) juncto Pas",2025-12-24 13:45:23.583931,Cyber Security Indonesia
Polisi Usut 'Bjorka' Sulut di Balik Gaduh Kebocoran Data Pejabat Pemerintah,https://news.detik.com/berita/d-8142142/polisi-usut-bjorka-sulut-di-balik-gaduh-kebocoran-data-pejabat-pemerintah,Detik Inet,,"Direktorat Reserse Siber Polda Metro Jaya menangkap pria berinisial WFT (22) di Kakas Barat, Minahasa, Sulawesi Utara (Sulut), yang diduga sebagaihacker'Bjorka' dan mengklaim meretas 4,9 juta data nasabah bank. Polisi mendalami sosok WFT sebagai Bjorka yang sempat membuat gaduh. ""Mungkin, jawabannya saya bisa jawab 'mungkin', apakah Bjorka 2020, mungkin, apakah dia Opposite6890 yang dicari-cari, mungkin,"" kata Wakil Direktur Siber Direktorat Siber Polda Metro Jaya, AKBP Fian Yunus, kepada wartawan, Kamis (2/10/2025).  SCROLL TO CONTINUE WITH CONTENT Sebagai informasi,hackerBjorka sempat menjadi sorotan atas beberapa kasus. Salah satunya terkait dugaan kebocoran data 6 juta NPWP warga Indonesia, termasuk milik Presiden RI ke-7 Joko Widodo (Jokowi). Selain itu,hackerBjorka sempat disorot usai membocorkan data pribadi beberapa pejabat negara. Dari mantan Menko Marves Luhut Binsar Pandjaitan, mantan Menko Polhukam Mahfud Md, hingga mantan Gubernur DKI Anies Baswedan. Fian Yunus menambahkan pihaknya masih harus mendalami apakah WFT merupakan sosok yang sama di balik sejumlah kasus tersebut atau bukan. Polisi akan menyelami jejak digital WFT. ""Yang tadi saya sampaikan, setiap orang bisa jadi siapa saja di internet. Kita perlu pendalaman lebih dalam lagi terkait dengan bukti-bukti yang kita temukan, terkait dengan, baik itu data-datanya, jejak digitalnya, sehingga itu bisa kita formulasikan,"" ujarnya. Kasubbid Penmas Bidhumas Polda Metro Jaya AKBP Reonald Simanjuntak menambahkan, pihaknya tidak bisa menerka-nerka terkait sosok Bjorka tersebut. Dia menegaskan penyidik masih melakukan pendalaman. ""Ini dari direktorat Siber Polda Metro Jaya masih mendalami keterkaitan BJorka yang tahun 2020 sampai dengan sekarang itu apakah sama atau tidak,"" imbuhnya. Polisi menangkap WFT di Desa Totolan, Kakas Barat, Minahasa pada Selasa (23/9). Pengungkapan bermula dari adanya laporan salah satu bank terkait akses ilegal. Pelaku dengan menggunakan akun X @bjorkanesiaa mengklaim telah meretas 4,9 juta akun nasabah bank tersebut. WFT saat ini sudah ditetapkan sebagai tersangka dan ditahan. dijerat dengan Pasal 46 juncto Pasal 30 dan/atau Pasal 48junctoPasal 32 dan/atau Pasal 51 ayat (1)junctoPasal 35 UU Informasi dan Transaksi Elektronik dengan ancaman pidana paling lama 12 tahun penjara.  Wakil Direktur Siber Direktorat Siber Polda Metro Jaya AKBP Fian Yunus mengatakan WFT diduga bertransaksi data ilegal didark web. ""Pelaku kita ini bermain didark webtersebut di mana didark webtersebut yang bersangkutan sudah mulai mengeksplor sejak tahun 2020,"" kata AKBP Fian Yunus. Fian mengatakan WFT aktif didark webdenganusernameBjorka. Pelaku sempat bergantiusernamemenjadi SkyWave, Shint Hunter,, hingga Oposite6890 untuk menyamarkan aksinya. Fia menyebutkan WFT mengklaim mendapatkan data institusi luar negeri ataupun dalam negeri, perusahaan kesehatan, hingga perusahaan swasta untuk diperjualbelikan. Fian mengatakan WFT diduga menjual dan bertransaksi dengan mata uang kripto. ""Berapa",2025-12-24 13:45:26.626165,Cyber Security Indonesia
