article_id,title,content,source,published_date,attack_type_mentioned,sector_mentioned,province_mentioned,sentiment,word_count,scraped_at
NEWS-000118,Pemerintahan Indonesia Jadi Target Utama Social Engineering,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Pemerintahan di wilayah Makassar. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 22 November 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2022-11-22,Social Engineering,Pemerintahan,Makassar,neutral,45,2025-12-24 12:38:01.497623
NEWS-000119,BSSN Ungkap Lonjakan Kasus Phishing Sepanjang 2021,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Pemerintahan di wilayah Jakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 02 November 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2021-11-02,Phishing,Pemerintahan,Jakarta,negative,44,2025-12-24 12:38:01.497654
NEWS-000120,Kerugian Akibat Hacking Capai Rp 382 Miliar,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor UMKM di wilayah Jawa Barat. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 04 July 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2022-07-04,Hacking,UMKM,Jawa Barat,negative,45,2025-12-24 12:38:01.497685
NEWS-000121,UMKM Indonesia Jadi Target Utama Phishing,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor UMKM di wilayah Bandung. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 08 July 2020. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2020-07-08,Phishing,UMKM,Bandung,neutral,44,2025-12-24 12:38:01.497722
NEWS-000122,Tips Lindungi Data dari Penipuan Online Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor E-Commerce di wilayah Jawa Barat. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 24 November 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2023-11-24,Penipuan Online,E-Commerce,Jawa Barat,negative,46,2025-12-24 12:38:01.497753
NEWS-000123,Kesehatan Kehilangan Data Jutaan Pengguna Akibat Skimming,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Kesehatan di wilayah Bali. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 01 December 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2022-12-01,Skimming,Kesehatan,Bali,negative,44,2025-12-24 12:38:01.497783
NEWS-000124,Pendidikan Indonesia Jadi Target Utama Hacking,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Pendidikan di wilayah Bali. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 15 March 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2022-03-15,Hacking,Pendidikan,Bali,negative,44,2025-12-24 12:38:01.497818
NEWS-000125,Waspada! Modus Baru Social Engineering Melalui Email,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Pemerintahan di wilayah Bali. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 03 November 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2024-11-03,Social Engineering,Pemerintahan,Bali,negative,45,2025-12-24 12:38:01.497848
NEWS-000126,Polri Tangkap Pelaku DDoS yang Rugikan Korban Rp 301 Juta,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor UMKM di wilayah Jakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 07 December 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2021-12-07,DDoS,UMKM,Jakarta,neutral,44,2025-12-24 12:38:01.497880
NEWS-000127,Kominfo Blokir 116 Situs Terkait Phishing,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Kesehatan di wilayah Makassar. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 11 October 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2024-10-11,Phishing,Kesehatan,Makassar,negative,44,2025-12-24 12:38:01.497910
NEWS-000128,Tips Lindungi Data dari Kebocoran Data Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor E-Commerce di wilayah Semarang. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 16 January 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2021-01-16,Kebocoran Data,E-Commerce,Semarang,neutral,45,2025-12-24 12:38:01.497944
NEWS-000129,Kasus Skimming di Makassar Meningkat 56%,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Perbankan di wilayah Makassar. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 05 September 2020. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2020-09-05,Skimming,Perbankan,Makassar,neutral,44,2025-12-24 12:38:01.497976
NEWS-000130,Polri Tangkap Pelaku Phishing yang Rugikan Korban Rp 290 Juta,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Pemerintahan di wilayah Jawa Timur. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 13 March 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2024-03-13,Phishing,Pemerintahan,Jawa Timur,negative,45,2025-12-24 12:38:01.498007
NEWS-000131,Kasus Kebocoran Data di Yogyakarta Meningkat 104%,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Telekomunikasi di wilayah Yogyakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 04 December 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2021-12-04,Kebocoran Data,Telekomunikasi,Yogyakarta,neutral,45,2025-12-24 12:38:01.498041
NEWS-000132,Perbankan Kehilangan Data Jutaan Pengguna Akibat Ransomware,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Perbankan di wilayah Jawa Timur. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 27 May 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2023-05-27,Ransomware,Perbankan,Jawa Timur,neutral,45,2025-12-24 12:38:01.498070
NEWS-000133,Tips Lindungi Data dari Penipuan Online Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Telekomunikasi di wilayah Bandung. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 12 January 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2024-01-12,Penipuan Online,Telekomunikasi,Bandung,neutral,45,2025-12-24 12:38:01.498099
NEWS-000134,UMKM Kehilangan Data Jutaan Pengguna Akibat Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor UMKM di wilayah Bandung. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 16 February 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2024-02-16,Penipuan Online,UMKM,Bandung,negative,45,2025-12-24 12:38:01.498130
NEWS-000135,Kesehatan Indonesia Jadi Target Utama DDoS,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Kesehatan di wilayah Bandung. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 19 December 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2021-12-19,DDoS,Kesehatan,Bandung,negative,44,2025-12-24 12:38:01.498161
NEWS-000136,Kominfo Blokir 83 Situs Terkait Skimming,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Fintech di wilayah Medan. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 02 February 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2023-02-02,Skimming,Fintech,Medan,negative,44,2025-12-24 12:38:01.498192
NEWS-000137,Tips Lindungi Data dari Ransomware Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Pendidikan di wilayah Makassar. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 11 February 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2023-02-11,Ransomware,Pendidikan,Makassar,negative,44,2025-12-24 12:38:01.498221
NEWS-000138,Serangan Social Engineering Menargetkan Pemerintahan di Makassar,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Pemerintahan di wilayah Makassar. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 03 July 2020. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2020-07-03,Social Engineering,Pemerintahan,Makassar,negative,45,2025-12-24 12:38:01.498255
NEWS-000139,Kominfo Blokir 773 Situs Terkait Skimming,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor E-Commerce di wilayah Yogyakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 09 February 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2023-02-09,Skimming,E-Commerce,Yogyakarta,neutral,44,2025-12-24 12:38:01.498286
NEWS-000140,BSSN Ungkap Lonjakan Kasus Skimming Sepanjang 2023,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor E-Commerce di wilayah Medan. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 07 December 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2023-12-07,Skimming,E-Commerce,Medan,negative,44,2025-12-24 12:38:01.498316
NEWS-000141,Kerugian Akibat Malware Capai Rp 309 Miliar,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Fintech di wilayah Jawa Timur. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 15 January 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2024-01-15,Malware,Fintech,Jawa Timur,positive,45,2025-12-24 12:38:01.498355
NEWS-000142,Tips Lindungi Data dari Penipuan Online Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Startup di wilayah Makassar. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 06 September 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2023-09-06,Penipuan Online,Startup,Makassar,negative,45,2025-12-24 12:38:01.498391
NEWS-000143,Tips Lindungi Data dari Penipuan Online Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Kesehatan di wilayah Bandung. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 12 May 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2023-05-12,Penipuan Online,Kesehatan,Bandung,negative,45,2025-12-24 12:38:01.498428
NEWS-000144,Serangan Phishing Menargetkan Pendidikan di Bandung,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Pendidikan di wilayah Bandung. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 18 December 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2023-12-18,Phishing,Pendidikan,Bandung,negative,44,2025-12-24 12:38:01.498460
NEWS-000145,Kasus Phishing di Makassar Meningkat 164%,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Startup di wilayah Makassar. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 04 January 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2022-01-04,Phishing,Startup,Makassar,positive,44,2025-12-24 12:38:01.498491
NEWS-000146,Tips Lindungi Data dari Ransomware Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Pendidikan di wilayah Jawa Barat. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 06 September 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2024-09-06,Ransomware,Pendidikan,Jawa Barat,positive,45,2025-12-24 12:38:01.498532
NEWS-000147,Kasus Skimming di Semarang Meningkat 114%,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Pemerintahan di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 15 January 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2024-01-15,Skimming,Pemerintahan,Semarang,neutral,44,2025-12-24 12:38:01.498566
NEWS-000148,Polri Tangkap Pelaku Ransomware yang Rugikan Korban Rp 286 Juta,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Pendidikan di wilayah Jawa Barat. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 21 May 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2022-05-21,Ransomware,Pendidikan,Jawa Barat,negative,45,2025-12-24 12:38:01.498597
NEWS-000149,Pendidikan Kehilangan Data Jutaan Pengguna Akibat DDoS,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Pendidikan di wilayah Bandung. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 30 April 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2022-04-30,DDoS,Pendidikan,Bandung,negative,44,2025-12-24 12:38:01.498627
NEWS-000150,Kominfo Blokir 530 Situs Terkait Social Engineering,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Pemerintahan di wilayah Medan. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 05 September 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2022-09-05,Social Engineering,Pemerintahan,Medan,negative,45,2025-12-24 12:38:01.498659
NEWS-000151,Startup Indonesia Jadi Target Utama Social Engineering,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Startup di wilayah Surabaya. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 14 June 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2023-06-14,Social Engineering,Startup,Surabaya,negative,45,2025-12-24 12:38:01.498694
NEWS-000152,Kasus Skimming di Semarang Meningkat 106%,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Perbankan di wilayah Semarang. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 21 February 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2024-02-21,Skimming,Perbankan,Semarang,negative,44,2025-12-24 12:38:01.498725
NEWS-000153,Startup Kehilangan Data Jutaan Pengguna Akibat DDoS,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Startup di wilayah Jakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 23 September 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2024-09-23,DDoS,Startup,Jakarta,neutral,44,2025-12-24 12:38:01.498757
NEWS-000154,Tips Lindungi Data dari Kebocoran Data Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor UMKM di wilayah Surabaya. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 26 April 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2022-04-26,Kebocoran Data,UMKM,Surabaya,negative,45,2025-12-24 12:38:01.498788
NEWS-000155,Waspada! Modus Baru Hacking Melalui SMS,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor UMKM di wilayah Medan. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 18 September 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2021-09-18,Hacking,UMKM,Medan,neutral,44,2025-12-24 12:38:01.498820
NEWS-000156,Serangan Penipuan Online Menargetkan Pendidikan di Medan,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Pendidikan di wilayah Medan. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 25 December 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2021-12-25,Penipuan Online,Pendidikan,Medan,negative,45,2025-12-24 12:38:01.498852
NEWS-000157,Kerugian Akibat Malware Capai Rp 76 Miliar,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Startup di wilayah Medan. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 16 October 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2021-10-16,Malware,Startup,Medan,neutral,44,2025-12-24 12:38:01.498882
NEWS-000158,Kominfo Blokir 405 Situs Terkait Phishing,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Telekomunikasi di wilayah Medan. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 19 June 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2023-06-19,Phishing,Telekomunikasi,Medan,negative,44,2025-12-24 12:38:01.498916
NEWS-000159,BSSN Ungkap Lonjakan Kasus Social Engineering Sepanjang 2022,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Pemerintahan di wilayah Jawa Timur. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 03 May 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2022-05-03,Social Engineering,Pemerintahan,Jawa Timur,neutral,46,2025-12-24 12:38:01.498947
NEWS-000160,Tips Lindungi Data dari Penipuan Online Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Perbankan di wilayah Jawa Barat. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 18 March 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2022-03-18,Penipuan Online,Perbankan,Jawa Barat,negative,46,2025-12-24 12:38:01.498977
NEWS-000161,Waspada! Modus Baru Kebocoran Data Melalui Link Palsu,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Kesehatan di wilayah Jawa Barat. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 02 June 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2022-06-02,Kebocoran Data,Kesehatan,Jawa Barat,negative,46,2025-12-24 12:38:01.499010
NEWS-000162,Tips Lindungi Data dari Skimming Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Perbankan di wilayah Medan. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 04 February 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2022-02-04,Skimming,Perbankan,Medan,negative,44,2025-12-24 12:38:01.499043
NEWS-000163,Polri Tangkap Pelaku Kebocoran Data yang Rugikan Korban Rp 341 Juta,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Telekomunikasi di wilayah Jawa Timur. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 27 August 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2021-08-27,Kebocoran Data,Telekomunikasi,Jawa Timur,negative,46,2025-12-24 12:38:01.499077
NEWS-000164,Tips Lindungi Data dari Phishing Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Telekomunikasi di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 10 October 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2024-10-10,Phishing,Telekomunikasi,Semarang,neutral,44,2025-12-24 12:38:01.499107
NEWS-000165,BSSN Ungkap Lonjakan Kasus Social Engineering Sepanjang 2021,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Pemerintahan di wilayah Jakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 23 October 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2021-10-23,Social Engineering,Pemerintahan,Jakarta,positive,45,2025-12-24 12:38:01.499142
NEWS-000166,Tips Lindungi Data dari DDoS Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Pemerintahan di wilayah Jawa Barat. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 25 May 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2023-05-25,DDoS,Pemerintahan,Jawa Barat,neutral,45,2025-12-24 12:38:01.499175
NEWS-000167,Serangan Social Engineering Menargetkan Kesehatan di Medan,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Kesehatan di wilayah Medan. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 23 January 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2022-01-23,Social Engineering,Kesehatan,Medan,negative,45,2025-12-24 12:38:01.499207
