date,year,month,attack_type,sector,province,incident_count,financial_loss_million_idr,severity,detection_rate_percent,avg_response_time_hours,source,data_type
2024-04-25,2024,4,Scam/Fraud,Retail & E-commerce,DKI Jakarta,5329,207831,High,81,12.26,BSSN/Kominfo Statistics,internal_structured
2024-04-25,2024,4,SQL Injection,Teknologi Informasi,Jawa Barat,260,4940,Medium,40,64.05,BSSN/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Brute Force,Retail & E-commerce,DKI Jakarta,448,5376,Medium,83,44.13,BSSN/Kominfo Statistics,internal_structured
2024-04-25,2024,4,APT,Energi,Jawa Barat,163,5542,Critical,71,3.84,BSSN/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Cryptojacking,Manufaktur,Jawa Timur,528,22176,High,70,17.43,BSSN/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Zero-Day Exploit,Teknologi Informasi,DKI Jakarta,31,1488,Low,41,146.14,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Phishing,Telekomunikasi,Jawa Timur,3216,147936,Low,67,86.74,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Ransomware,Pemerintahan,Jawa Timur,1701,13608,Low,73,150.45,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Malware,Transportasi,DKI Jakarta,1238,47044,Medium,64,47.64,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,DDoS,Manufaktur,Jawa Timur,550,7150,Low,53,148.17,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Data Breach,Media,Jawa Barat,422,2954,Medium,53,55.53,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Social Engineering,Retail & E-commerce,Lainnya,1035,28980,Medium,72,49.27,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Scam/Fraud,Media,DKI Jakarta,3288,26304,Medium,40,67.92,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,SQL Injection,Kesehatan,Kalimantan Timur,272,5440,Low,46,153.01,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Brute Force,Telekomunikasi,DKI Jakarta,642,12198,Low,60,78.01,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,APT,Pendidikan,DKI Jakarta,150,3450,Low,50,165.6,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Cryptojacking,Perbankan & Keuangan,Jawa Barat,359,7180,Critical,50,4.03,BSSN/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Zero-Day Exploit,Retail & E-commerce,Bali,30,480,Low,42,80.76,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Phishing,Telekomunikasi,DKI Jakarta,1435,14350,High,81,11.5,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Ransomware,Kesehatan,Kalimantan Timur,1321,29062,High,70,13.99,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Malware,Perbankan & Keuangan,Jawa Timur,2106,88452,Medium,49,42.22,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,DDoS,Kesehatan,Lainnya,418,6270,Critical,46,2.28,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Data Breach,Pendidikan,DKI Jakarta,863,11219,Low,65,137.66,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Social Engineering,Manufaktur,Sumatera Utara,996,44820,Medium,77,40.32,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Scam/Fraud,Transportasi,Banten,3785,181680,High,75,10.1,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,SQL Injection,Perbankan & Keuangan,Jawa Timur,284,6532,High,73,7.85,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Brute Force,Teknologi Informasi,Jawa Barat,398,9154,Medium,59,57.87,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,APT,Telekomunikasi,Jawa Barat,191,2483,Low,69,108.56,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Cryptojacking,Manufaktur,DKI Jakarta,304,13072,Medium,61,33.42,BSSN/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Zero-Day Exploit,Transportasi,Lainnya,56,2184,High,60,11.94,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Phishing,Retail & E-commerce,Banten,1640,31160,High,40,11.87,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Ransomware,Transportasi,Kalimantan Timur,1726,8630,Low,53,134.86,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Malware,Telekomunikasi,DKI Jakarta,1676,40224,Medium,58,36.47,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,DDoS,Perbankan & Keuangan,DKI Jakarta,618,12360,Critical,44,2.87,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Data Breach,Perbankan & Keuangan,Bali,805,21735,Medium,54,54.3,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Social Engineering,Pendidikan,Lainnya,949,32266,Medium,59,35.02,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Scam/Fraud,Pendidikan,Jawa Timur,3129,112644,Low,70,113.53,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,SQL Injection,Retail & E-commerce,Jawa Timur,287,3731,Low,55,106.24,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Brute Force,Kesehatan,DKI Jakarta,405,9720,Low,72,164.54,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,APT,Telekomunikasi,DKI Jakarta,88,4312,High,62,18.06,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Cryptojacking,Teknologi Informasi,Banten,481,2405,Medium,79,64.57,BSSN/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Zero-Day Exploit,Pemerintahan,DKI Jakarta,24,792,Low,78,135.5,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Phishing,Telekomunikasi,Sumatera Utara,3225,154800,Medium,76,51.23,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Ransomware,Media,DKI Jakarta,1176,28224,Medium,84,70.9,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Malware,Media,Jawa Barat,1481,71088,Medium,62,35.08,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,DDoS,Media,Jawa Barat,710,21300,Medium,55,55.45,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Data Breach,Teknologi Informasi,Jawa Barat,896,42112,Low,72,139.88,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Social Engineering,Retail & E-commerce,Kalimantan Timur,2107,65317,Medium,68,28.12,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Scam/Fraud,Teknologi Informasi,Jawa Timur,5944,255592,Low,54,109.04,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,SQL Injection,Pendidikan,Jawa Timur,330,9570,Critical,51,2.58,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Brute Force,Transportasi,Lainnya,513,10773,Critical,44,1.96,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,APT,Retail & E-commerce,Jawa Timur,87,1131,Low,60,96.83,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Cryptojacking,Transportasi,DKI Jakarta,198,6138,Medium,83,54.08,BSSN/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Zero-Day Exploit,Telekomunikasi,DKI Jakarta,30,1320,Medium,58,44.89,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Phishing,Teknologi Informasi,DKI Jakarta,1825,43800,High,72,11.64,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Ransomware,Transportasi,Jawa Tengah,1564,45356,Low,82,164.72,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Malware,Perbankan & Keuangan,DKI Jakarta,2562,25620,Low,78,162.68,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,DDoS,Media,Banten,340,3060,Medium,81,45.41,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Data Breach,Telekomunikasi,Jawa Barat,537,3222,Medium,78,66.3,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Social Engineering,Manufaktur,Kalimantan Timur,2399,33586,Medium,75,24.45,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Scam/Fraud,Media,Bali,2832,65136,Low,41,161.4,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,SQL Injection,Transportasi,Banten,245,10045,High,55,12.9,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Brute Force,Pendidikan,Sulawesi Selatan,639,10863,Low,80,90.19,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,APT,Manufaktur,Lainnya,106,530,High,57,8.12,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Cryptojacking,Transportasi,Jawa Barat,418,18810,High,60,8.92,BSSN/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Zero-Day Exploit,Retail & E-commerce,Jawa Barat,56,2688,High,65,8.42,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Phishing,Retail & E-commerce,DKI Jakarta,2997,119880,High,60,20.81,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Ransomware,Transportasi,DKI Jakarta,534,16554,Medium,55,65.16,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Malware,Pemerintahan,Sulawesi Selatan,1961,25493,Low,75,123.47,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,DDoS,Energi,Banten,515,24205,Low,80,92.65,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Data Breach,Energi,DKI Jakarta,376,9776,Medium,49,25.73,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Social Engineering,Retail & E-commerce,Jawa Timur,1651,36322,Critical,43,5.85,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Scam/Fraud,Energi,Jawa Tengah,4722,236100,Low,80,103.51,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,SQL Injection,Media,DKI Jakarta,190,3610,High,58,12.16,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Brute Force,Manufaktur,DKI Jakarta,732,10248,Medium,79,63.18,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,APT,Energi,Jawa Tengah,182,2730,Critical,65,1.8,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Cryptojacking,Pemerintahan,DKI Jakarta,202,1212,Medium,55,35.42,BSSN/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Zero-Day Exploit,Media,Jawa Timur,54,648,Medium,48,31.61,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Phishing,Telekomunikasi,Banten,2058,86436,High,50,16.43,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Ransomware,Media,Jawa Timur,1035,42435,High,71,7.96,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Malware,Pemerintahan,Jawa Barat,1784,87416,Critical,84,2.08,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,DDoS,Retail & E-commerce,Jawa Barat,875,8750,Medium,43,60.06,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Data Breach,Energi,Sumatera Utara,339,15594,High,85,16.47,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Social Engineering,Pendidikan,DKI Jakarta,2435,14610,Low,75,92.58,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Scam/Fraud,Pemerintahan,Sulawesi Selatan,5752,138048,High,60,7.72,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,SQL Injection,Perbankan & Keuangan,DKI Jakarta,154,5698,Medium,44,61.23,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Brute Force,Retail & E-commerce,DKI Jakarta,694,7634,Medium,41,28.19,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,APT,Media,Sulawesi Selatan,162,1458,Medium,42,42.77,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Cryptojacking,Perbankan & Keuangan,Jawa Barat,424,16960,Medium,62,51.33,BSSN/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Zero-Day Exploit,Transportasi,Sulawesi Selatan,56,504,High,78,9.77,BSSN/Kominfo Statistics,internal_structured
