title,url,source,date,content,scraped_at,data_type
Pendidikan di Sumatera Utara Jadi Target Social Engineering,https://example.com/news/40,Detik.com,2024-07-04,Kejadian social engineering yang menargetkan sektor pendidikan di Sumatera Utara semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus social engineering untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Bali Catat 435 Kasus Scam pada Desember,https://example.com/news/41,Tempo.co,2024-11-24,Kejadian scam yang menargetkan sektor e-commerce di Bali semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus scam untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kerugian Malware Capai Rp 4826 Juta di Sumatera Utara,https://example.com/news/42,Kompas.com,2024-11-08,Kejadian malware yang menargetkan sektor e-commerce di Sumatera Utara semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Pendidikan di Jawa Timur Jadi Target Scam,https://example.com/news/43,Kompas.com,2023-07-20,Kejadian scam yang menargetkan sektor pendidikan di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus scam untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
BSSN Deteksi 495 Serangan Scam ke Kesehatan,https://example.com/news/44,Kompas.com,2023-03-01,Kejadian scam yang menargetkan sektor kesehatan di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus scam untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polda Jawa Tengah Tangani 304 Kasus Phishing,https://example.com/news/45,Detik.com,2023-09-02,Kejadian phishing yang menargetkan sektor pemerintahan di Jawa Tengah semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kominfo: 224 Laporan DDoS dalam Sebulan Terakhir,https://example.com/news/46,Detik.com,2024-11-14,Kejadian ddos yang menargetkan sektor umkm di DKI Jakarta semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ddos untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
34 Kasus Penipuan Online Menyerang Sektor UMKM di Sulawesi Selatan,https://example.com/news/47,Detik.com,2024-03-24,Kejadian penipuan online yang menargetkan sektor umkm di Sulawesi Selatan semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus penipuan online untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Waspada! Penipuan Online Meningkat 80% di Banten,https://example.com/news/48,Tempo.co,2023-04-15,Kejadian penipuan online yang menargetkan sektor pemerintahan di Banten semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus penipuan online untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kerugian Data Breach Capai Rp 617 Juta di Bali,https://example.com/news/49,Kompas.com,2023-07-28,Kejadian data breach yang menargetkan sektor pemerintahan di Bali semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus data breach untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Waspada! Malware Meningkat 33% di Jawa Barat,https://example.com/news/50,Tempo.co,2024-08-10,Kejadian malware yang menargetkan sektor umkm di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kominfo: 97 Laporan Phishing dalam Sebulan Terakhir,https://example.com/news/51,CNN Indonesia,2023-05-13,Kejadian phishing yang menargetkan sektor umkm di DKI Jakarta semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
BSSN Deteksi 416 Serangan Malware ke Kesehatan,https://example.com/news/52,Detik.com,2024-08-14,Kejadian malware yang menargetkan sektor kesehatan di Sulawesi Selatan semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Serangan Malware ke Perbankan Naik 21% di 2023,https://example.com/news/53,Tempo.co,2023-01-16,Kejadian malware yang menargetkan sektor perbankan di Banten semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Bali Catat 403 Kasus DDoS pada Oktober,https://example.com/news/54,Kompas.com,2023-02-28,Kejadian ddos yang menargetkan sektor perbankan di Bali semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ddos untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kominfo: 378 Laporan Ransomware dalam Sebulan Terakhir,https://example.com/news/55,Kompas.com,2024-05-14,Kejadian ransomware yang menargetkan sektor telekomunikasi di Sulawesi Selatan semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ransomware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
336 Kasus Malware Menyerang Sektor Kesehatan di Sumatera Utara,https://example.com/news/56,CNN Indonesia,2023-05-26,Kejadian malware yang menargetkan sektor kesehatan di Sumatera Utara semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kominfo: 166 Laporan Phishing dalam Sebulan Terakhir,https://example.com/news/57,Kompas.com,2024-01-08,Kejadian phishing yang menargetkan sektor kesehatan di Jawa Tengah semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Waspada! DDoS Meningkat 13% di Bali,https://example.com/news/58,Tempo.co,2024-09-10,Kejadian ddos yang menargetkan sektor kesehatan di Bali semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ddos untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Serangan Ransomware ke Pendidikan Naik 40% di 2023,https://example.com/news/59,Kompas.com,2023-05-25,Kejadian ransomware yang menargetkan sektor pendidikan di Bali semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ransomware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polda Banten Tangani 159 Kasus Data Breach,https://example.com/news/60,Kompas.com,2023-01-28,Kejadian data breach yang menargetkan sektor telekomunikasi di Banten semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus data breach untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Jawa Timur Catat 29 Kasus DDoS pada Februari,https://example.com/news/61,Detik.com,2024-06-25,Kejadian ddos yang menargetkan sektor pemerintahan di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ddos untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Waspada! DDoS Meningkat 40% di Jawa Barat,https://example.com/news/62,Tempo.co,2023-03-19,Kejadian ddos yang menargetkan sektor kesehatan di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ddos untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Waspada! Social Engineering Meningkat 48% di Jawa Timur,https://example.com/news/63,Kompas.com,2023-07-14,Kejadian social engineering yang menargetkan sektor kesehatan di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus social engineering untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polisi Ungkap Phishing yang Rugikan Perbankan Hingga Rp 2967 Juta,https://example.com/news/64,CNN Indonesia,2024-10-16,Kejadian phishing yang menargetkan sektor perbankan di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Serangan Data Breach ke Pendidikan Naik 36% di 2023,https://example.com/news/65,Tempo.co,2023-12-14,Kejadian data breach yang menargetkan sektor pendidikan di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus data breach untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Waspada! Scam Meningkat 63% di Sulawesi Selatan,https://example.com/news/66,Kompas.com,2024-08-08,Kejadian scam yang menargetkan sektor perbankan di Sulawesi Selatan semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus scam untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kerugian Malware Capai Rp 2394 Juta di Banten,https://example.com/news/67,Kompas.com,2023-11-29,Kejadian malware yang menargetkan sektor perbankan di Banten semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polda Jawa Timur Tangani 267 Kasus Phishing,https://example.com/news/68,Tempo.co,2024-12-01,Kejadian phishing yang menargetkan sektor e-commerce di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
76 Kasus Penipuan Online Menyerang Sektor E-commerce di Jawa Timur,https://example.com/news/69,Kompas.com,2024-08-08,Kejadian penipuan online yang menargetkan sektor e-commerce di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus penipuan online untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polisi Ungkap Social Engineering yang Rugikan Telekomunikasi Hingga Rp 3184 Juta,https://example.com/news/70,Detik.com,2024-05-29,Kejadian social engineering yang menargetkan sektor telekomunikasi di DKI Jakarta semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus social engineering untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kominfo: 68 Laporan Scam dalam Sebulan Terakhir,https://example.com/news/71,Kompas.com,2024-07-07,Kejadian scam yang menargetkan sektor pemerintahan di Jawa Tengah semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus scam untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Sulawesi Selatan Catat 354 Kasus Data Breach pada September,https://example.com/news/72,Kompas.com,2024-05-15,Kejadian data breach yang menargetkan sektor kesehatan di Sulawesi Selatan semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus data breach untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
177 Kasus Ransomware Menyerang Sektor Pemerintahan di DKI Jakarta,https://example.com/news/73,Detik.com,2024-07-03,Kejadian ransomware yang menargetkan sektor pemerintahan di DKI Jakarta semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ransomware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Waspada! Social Engineering Meningkat 26% di Jawa Timur,https://example.com/news/74,Detik.com,2023-02-23,Kejadian social engineering yang menargetkan sektor telekomunikasi di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus social engineering untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
BSSN Deteksi 103 Serangan Phishing ke UMKM,https://example.com/news/75,CNN Indonesia,2023-06-19,Kejadian phishing yang menargetkan sektor umkm di Banten semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polda Jawa Barat Tangani 330 Kasus DDoS,https://example.com/news/76,Tempo.co,2024-02-14,Kejadian ddos yang menargetkan sektor telekomunikasi di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ddos untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Waspada! Phishing Meningkat 33% di Sumatera Utara,https://example.com/news/77,Kompas.com,2024-03-05,Kejadian phishing yang menargetkan sektor telekomunikasi di Sumatera Utara semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Serangan Penipuan Online ke E-commerce Naik 66% di 2024,https://example.com/news/78,CNN Indonesia,2023-06-17,Kejadian penipuan online yang menargetkan sektor e-commerce di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus penipuan online untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kerugian Scam Capai Rp 1608 Juta di DKI Jakarta,https://example.com/news/79,CNN Indonesia,2023-02-21,Kejadian scam yang menargetkan sektor perbankan di DKI Jakarta semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus scam untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Jawa Timur Catat 384 Kasus Social Engineering pada Juni,https://example.com/news/80,Tempo.co,2023-02-09,Kejadian social engineering yang menargetkan sektor e-commerce di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus social engineering untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
462 Kasus Malware Menyerang Sektor Telekomunikasi di DKI Jakarta,https://example.com/news/81,Detik.com,2023-01-17,Kejadian malware yang menargetkan sektor telekomunikasi di DKI Jakarta semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
141 Kasus Scam Menyerang Sektor Pendidikan di Sumatera Utara,https://example.com/news/82,Tempo.co,2023-07-15,Kejadian scam yang menargetkan sektor pendidikan di Sumatera Utara semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus scam untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kerugian Penipuan Online Capai Rp 3428 Juta di Sumatera Utara,https://example.com/news/83,CNN Indonesia,2023-03-15,Kejadian penipuan online yang menargetkan sektor kesehatan di Sumatera Utara semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus penipuan online untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kerugian DDoS Capai Rp 1366 Juta di Jawa Barat,https://example.com/news/84,Detik.com,2024-07-12,Kejadian ddos yang menargetkan sektor kesehatan di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ddos untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Sumatera Utara Catat 267 Kasus Malware pada Agustus,https://example.com/news/85,Tempo.co,2024-06-11,Kejadian malware yang menargetkan sektor pendidikan di Sumatera Utara semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
BSSN Deteksi 38 Serangan Ransomware ke Pendidikan,https://example.com/news/86,Detik.com,2023-10-26,Kejadian ransomware yang menargetkan sektor pendidikan di Sulawesi Selatan semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus ransomware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Jawa Timur Catat 207 Kasus Phishing pada Juli,https://example.com/news/87,Tempo.co,2023-03-20,Kejadian phishing yang menargetkan sektor pendidikan di Jawa Timur semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polisi Ungkap Malware yang Rugikan Pemerintahan Hingga Rp 3243 Juta,https://example.com/news/88,Detik.com,2024-04-02,Kejadian malware yang menargetkan sektor pemerintahan di DKI Jakarta semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus malware untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polda Jawa Barat Tangani 19 Kasus Phishing,https://example.com/news/89,Tempo.co,2023-02-22,Kejadian phishing yang menargetkan sektor telekomunikasi di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus phishing untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Polisi Ungkap Data Breach yang Rugikan Kesehatan Hingga Rp 3895 Juta,https://example.com/news/90,Tempo.co,2024-01-21,Kejadian data breach yang menargetkan sektor kesehatan di Jawa Barat semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus data breach untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
BSSN Deteksi 430 Serangan Scam ke Telekomunikasi,https://example.com/news/91,CNN Indonesia,2023-11-04,Kejadian scam yang menargetkan sektor telekomunikasi di Banten semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus scam untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
Kominfo: 417 Laporan Social Engineering dalam Sebulan Terakhir,https://example.com/news/92,CNN Indonesia,2024-05-03,Kejadian social engineering yang menargetkan sektor kesehatan di Sulawesi Selatan semakin marak terjadi. Pihak berwenang mencatat adanya peningkatan kasus dalam beberapa bulan terakhir. Para pelaku menggunakan modus social engineering untuk mengakses data sensitif korban. Kerugian material yang ditimbulkan cukup signifikan. Masyarakat diminta untuk lebih waspada terhadap berbagai bentuk kejahatan siber yang semakin canggih.,2025-12-22 08:20:04,generated_from_patterns
