date,year,month,attack_type,sector,province,incident_count,financial_loss_million_idr,severity,detection_rate_percent,avg_response_time_hours,source,data_type
2024-04-25,2024,4,Phishing,Pendidikan,Lainnya,3093.0,85620,Low,44,89.3,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Ransomware,Energi,Dki Jakarta,830.0,22410,Medium,56,54.46,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Malware,Pemerintahan,Lainnya,1699.0,33980,High,49,10.64,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Ddos,Energi,Dki Jakarta,708.0,32568,Medium,72,68.96,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Data Breach,Perbankan & Keuangan,Bali,359.0,10052,Critical,70,1.53,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Social Engineering,Media,Jawa Barat,2086.0,85620,Medium,85,66.11,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Scam/Fraud,Retail & E-Commerce,Dki Jakarta,3577.375,85620,High,81,12.26,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Sql Injection,Teknologi Informasi,Jawa Barat,260.0,4940,Medium,40,64.05,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Brute Force,Retail & E-Commerce,Dki Jakarta,448.0,5376,Medium,83,44.13,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Apt,Energi,Jawa Barat,163.0,5542,Critical,71,3.84,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Cryptojacking,Manufaktur,Jawa Timur,528.0,22176,High,70,17.43,Bssn/Kominfo Statistics,internal_structured
2024-04-25,2024,4,Zero-Day Exploit,Teknologi Informasi,Dki Jakarta,31.0,1488,Low,41,146.14,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Phishing,Telekomunikasi,Jawa Timur,3216.0,85620,Low,67,86.74,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Ransomware,Pemerintahan,Jawa Timur,1701.0,13608,Low,73,150.45,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Malware,Transportasi,Dki Jakarta,1238.0,47044,Medium,64,47.64,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Ddos,Manufaktur,Jawa Timur,550.0,7150,Low,53,148.17,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Data Breach,Media,Jawa Barat,422.0,2954,Medium,53,55.53,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Social Engineering,Retail & E-Commerce,Lainnya,1035.0,28980,Medium,72,49.27,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Scam/Fraud,Media,Dki Jakarta,3288.0,26304,Medium,40,67.92,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Sql Injection,Kesehatan,Kalimantan Timur,272.0,5440,Low,46,153.01,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Brute Force,Telekomunikasi,Dki Jakarta,642.0,12198,Low,60,78.01,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Apt,Pendidikan,Dki Jakarta,150.0,3450,Low,50,165.6,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Cryptojacking,Perbankan & Keuangan,Jawa Barat,359.0,7180,Critical,50,4.03,Bssn/Kominfo Statistics,internal_structured
2024-05-25,2024,5,Zero-Day Exploit,Retail & E-Commerce,Bali,30.0,480,Low,42,80.76,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Phishing,Telekomunikasi,Dki Jakarta,1435.0,14350,High,81,11.5,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Ransomware,Kesehatan,Kalimantan Timur,1321.0,29062,High,70,13.99,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Malware,Perbankan & Keuangan,Jawa Timur,2106.0,85620,Medium,49,42.22,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Ddos,Kesehatan,Lainnya,418.0,6270,Critical,46,2.28,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Data Breach,Pendidikan,Dki Jakarta,863.0,11219,Low,65,137.66,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Social Engineering,Manufaktur,Sumatera Utara,996.0,44820,Medium,77,40.32,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Scam/Fraud,Transportasi,Banten,3577.375,85620,High,75,10.1,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Sql Injection,Perbankan & Keuangan,Jawa Timur,284.0,6532,High,73,7.85,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Brute Force,Teknologi Informasi,Jawa Barat,398.0,9154,Medium,59,57.87,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Apt,Telekomunikasi,Jawa Barat,191.0,2483,Low,69,108.56,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Cryptojacking,Manufaktur,Dki Jakarta,304.0,13072,Medium,61,33.42,Bssn/Kominfo Statistics,internal_structured
2024-06-24,2024,6,Zero-Day Exploit,Transportasi,Lainnya,56.0,2184,High,60,11.94,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Phishing,Retail & E-Commerce,Banten,1640.0,31160,High,40,11.87,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Ransomware,Transportasi,Kalimantan Timur,1726.0,8630,Low,53,134.86,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Malware,Telekomunikasi,Dki Jakarta,1676.0,40224,Medium,58,36.47,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Ddos,Perbankan & Keuangan,Dki Jakarta,618.0,12360,Critical,44,2.87,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Data Breach,Perbankan & Keuangan,Bali,805.0,21735,Medium,54,54.3,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Social Engineering,Pendidikan,Lainnya,949.0,32266,Medium,59,35.02,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Scam/Fraud,Pendidikan,Jawa Timur,3129.0,85620,Low,70,113.53,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Sql Injection,Retail & E-Commerce,Jawa Timur,287.0,3731,Low,55,106.24,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Brute Force,Kesehatan,Dki Jakarta,405.0,9720,Low,72,164.54,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Apt,Telekomunikasi,Dki Jakarta,88.0,4312,High,62,18.06,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Cryptojacking,Teknologi Informasi,Banten,481.0,2405,Medium,79,64.57,Bssn/Kominfo Statistics,internal_structured
2024-07-24,2024,7,Zero-Day Exploit,Pemerintahan,Dki Jakarta,24.0,792,Low,78,135.5,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Phishing,Telekomunikasi,Sumatera Utara,3225.0,85620,Medium,76,51.23,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Ransomware,Media,Dki Jakarta,1176.0,28224,Medium,84,70.9,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Malware,Media,Jawa Barat,1481.0,71088,Medium,62,35.08,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Ddos,Media,Jawa Barat,710.0,21300,Medium,55,55.45,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Data Breach,Teknologi Informasi,Jawa Barat,896.0,42112,Low,72,139.88,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Social Engineering,Retail & E-Commerce,Kalimantan Timur,2107.0,65317,Medium,68,28.12,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Scam/Fraud,Teknologi Informasi,Jawa Timur,3577.375,85620,Low,54,109.04,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Sql Injection,Pendidikan,Jawa Timur,330.0,9570,Critical,51,2.58,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Brute Force,Transportasi,Lainnya,513.0,10773,Critical,44,1.96,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Apt,Retail & E-Commerce,Jawa Timur,87.0,1131,Low,60,96.83,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Cryptojacking,Transportasi,Dki Jakarta,198.0,6138,Medium,83,54.08,Bssn/Kominfo Statistics,internal_structured
2024-08-23,2024,8,Zero-Day Exploit,Telekomunikasi,Dki Jakarta,30.0,1320,Medium,58,44.89,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Phishing,Teknologi Informasi,Dki Jakarta,1825.0,43800,High,72,11.64,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Ransomware,Transportasi,Jawa Tengah,1564.0,45356,Low,82,164.72,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Malware,Perbankan & Keuangan,Dki Jakarta,2562.0,25620,Low,78,162.68,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Ddos,Media,Banten,340.0,3060,Medium,81,45.41,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Data Breach,Telekomunikasi,Jawa Barat,537.0,3222,Medium,78,66.3,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Social Engineering,Manufaktur,Kalimantan Timur,2399.0,33586,Medium,75,24.45,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Scam/Fraud,Media,Bali,2832.0,65136,Low,41,161.4,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Sql Injection,Transportasi,Banten,245.0,10045,High,55,12.9,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Brute Force,Pendidikan,Sulawesi Selatan,639.0,10863,Low,80,90.19,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Apt,Manufaktur,Lainnya,106.0,530,High,57,8.12,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Cryptojacking,Transportasi,Jawa Barat,418.0,18810,High,60,8.92,Bssn/Kominfo Statistics,internal_structured
2024-09-22,2024,9,Zero-Day Exploit,Retail & E-Commerce,Jawa Barat,56.0,2688,High,65,8.42,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Phishing,Retail & E-Commerce,Dki Jakarta,2997.0,85620,High,60,20.81,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Ransomware,Transportasi,Dki Jakarta,534.0,16554,Medium,55,65.16,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Malware,Pemerintahan,Sulawesi Selatan,1961.0,25493,Low,75,123.47,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Ddos,Energi,Banten,515.0,24205,Low,80,92.65,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Data Breach,Energi,Dki Jakarta,376.0,9776,Medium,49,25.73,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Social Engineering,Retail & E-Commerce,Jawa Timur,1651.0,36322,Critical,43,5.85,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Scam/Fraud,Energi,Jawa Tengah,3577.375,85620,Low,80,103.51,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Sql Injection,Media,Dki Jakarta,190.0,3610,High,58,12.16,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Brute Force,Manufaktur,Dki Jakarta,732.0,10248,Medium,79,63.18,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Apt,Energi,Jawa Tengah,182.0,2730,Critical,65,1.8,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Cryptojacking,Pemerintahan,Dki Jakarta,202.0,1212,Medium,55,35.42,Bssn/Kominfo Statistics,internal_structured
2024-10-22,2024,10,Zero-Day Exploit,Media,Jawa Timur,54.0,648,Medium,48,31.61,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Phishing,Telekomunikasi,Banten,2058.0,85620,High,50,16.43,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Ransomware,Media,Jawa Timur,1035.0,42435,High,71,7.96,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Malware,Pemerintahan,Jawa Barat,1784.0,85620,Critical,84,2.08,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Ddos,Retail & E-Commerce,Jawa Barat,875.0,8750,Medium,43,60.06,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Data Breach,Energi,Sumatera Utara,339.0,15594,High,85,16.47,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Social Engineering,Pendidikan,Dki Jakarta,2435.0,14610,Low,75,92.58,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Scam/Fraud,Pemerintahan,Sulawesi Selatan,3577.375,85620,High,60,7.72,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Sql Injection,Perbankan & Keuangan,Dki Jakarta,154.0,5698,Medium,44,61.23,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Brute Force,Retail & E-Commerce,Dki Jakarta,694.0,7634,Medium,41,28.19,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Apt,Media,Sulawesi Selatan,162.0,1458,Medium,42,42.77,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Cryptojacking,Perbankan & Keuangan,Jawa Barat,424.0,16960,Medium,62,51.33,Bssn/Kominfo Statistics,internal_structured
2024-11-21,2024,11,Zero-Day Exploit,Transportasi,Sulawesi Selatan,56.0,504,High,78,9.77,Bssn/Kominfo Statistics,internal_structured
